"Earthquake phase","Event",00:00:00.033,0.033,00:00:35.714,35.714,00:00:35.681,35.681,"During"
"Environmental Cue","Environment",00:00:00.033,0.033,00:00:35.714,35.714,00:00:35.681,35.681,"Shaking"
"P_1","white tshirt wearing lady",00:00:00.033,0.033,00:00:08.933,8.933,00:00:08.900,8.9,"move under a furniture (id: 3216)"
"P_1","white tshirt wearing lady",00:00:08.933,8.933,00:00:11.767,11.767,00:00:02.834,2.834,"held each other - standing (id: 3216)"
"P_1","white tshirt wearing lady",00:00:11.767,11.767,00:00:24.867,24.867,00:00:13.100,13.1,"held each other - evacuating (id: 3216), (id: 3342)"
"P_2","Red tshirt wearing one under furniture",00:00:00.033,0.033,00:00:08.067,8.067,00:00:08.034,8.034,"move under a furniture "
"P_2","Red tshirt wearing one under furniture",00:00:08.067,8.067,00:00:11.067,11.067,00:00:03.000,3.0,"standing (id: 3326)"
"P_2","Red tshirt wearing one under furniture",00:00:11.067,11.067,00:00:16.200,16.2,00:00:05.133,5.133,"walking (id: 3326), "
"P_2","Red tshirt wearing one under furniture",00:00:16.200,16.2,00:00:24.600,24.6,00:00:08.400,8.4,"standing "
"P_2","Red tshirt wearing one under furniture",00:00:24.600,24.6,00:00:35.714,35.714,00:00:11.114,11.114,"walking "
"P_3","person who came and support P_1",00:00:05.233,5.233,00:00:06.800,6.8,00:00:01.567,1.567,"walking (id: 3303)"
"P_3","person who came and support P_1",00:00:06.800,6.8,00:00:11.633,11.633,00:00:04.833,4.833,"supporting (id: 3303)"
"P_3","person who came and support P_1",00:00:11.633,11.633,00:00:18.367,18.367,00:00:06.734,6.734,"held each other - evacuating (id: 3303)"
"6_Participant","People",00:00:00.800,0.8,00:00:35.567,35.567,00:00:34.767,34.767,"walking (id: 3300), (id: (id: 3301), (id: 3325), (id: 3318), (id: 3339), (id: 3342), (id: 3352), (id: 3351), (id: 3386), (id: 3400), (id: 3393)"
