"Earthquake phase","Event",00:00:00.029,0.029,00:00:12.000,12.0,00:00:11.971,11.971,"During"
"Environmental Cue","Environment",00:00:00.029,0.029,00:00:12.000,12.0,00:00:11.971,11.971,"Shaking"
"P_1","woman",00:00:03.657,3.657,00:00:05.071,5.071,00:00:01.414,1.414,"running (id: 20584)"
"P_1","woman",00:00:05.071,5.071,00:00:06.171,6.171,00:00:01.100,1.1,"falling (id: 20584), (id: 20593)"
"P_1","woman",00:00:06.171,6.171,00:00:07.057,7.057,00:00:00.886,0.886,"standing (id: 20593)"
"P_1","woman",00:00:07.057,7.057,00:00:11.157,11.157,00:00:04.100,4.1,"running (id: 20593)"
