"Earthquake phase","Event",00:00:00.650,0.65,00:00:13.880,13.88,00:00:13.230,13.23,"During"
"Environmental Cue","Environment",00:00:00.650,0.65,00:00:13.880,13.88,00:00:13.230,13.23,"Shaking"
"P_1","Female wearing short",00:00:00.683,0.683,00:00:03.767,3.767,00:00:03.084,3.084,"sitting (id: 16977)"
"P_1","Female wearing short",00:00:03.767,3.767,00:00:06.983,6.983,00:00:03.216,3.216,"standing (id: 16977)"
"P_1","Female wearing short",00:00:06.983,6.983,00:00:09.810,9.81,00:00:02.827,2.827,"walking (id: 16977), (id: 16984), (id: 16986)"
