"Earthquake Phase","Event",00:00:00.050,0.05,00:00:20.000,20.0,00:00:19.950,19.95,"During"
"Environmental Cue","Environment",00:00:00.050,0.05,00:00:20.000,20.0,00:00:19.950,19.95,"shaking"
"P_1","person announcing",00:00:00.025,0.025,00:00:10.625,10.625,00:00:10.600,10.6,"standing (id: 15402)"
"P_1","person announcing",00:00:12.725,12.725,00:00:14.205,14.205,00:00:01.480,1.48,"standing (id: 15404)"
"P_1","person announcing",00:00:14.923,14.923,00:00:15.564,15.564,00:00:00.641,0.641,"standing (id: 15404)"
"P_2","running person",00:00:15.950,15.95,00:00:19.375,19.375,00:00:03.425,3.425,"running (id: 15414), (id: 15417)"
"65_Participants","Audience",00:00:10.600,10.6,00:00:12.675,12.675,00:00:02.075,2.075,"walking"
"65_Participants","Audience",00:00:14.225,14.225,00:00:14.900,14.9,00:00:00.675,0.675,"walking"
"65_Participants","Audience",00:00:15.575,15.575,00:00:20.000,20.0,00:00:04.425,4.425,"running"
