"Earthquake Phase","Event",00:00:00.040,0.04,00:00:16.540,16.54,00:00:16.500,16.5,"During"
"Environmental Cue","Environment",00:00:00.040,0.04,00:00:16.540,16.54,00:00:16.500,16.5,"Shaking"
"P_1","Female",00:00:00.060,0.06,00:00:08.120,8.12,00:00:08.060,8.06,"Drop (id: 11833)"
"P_1","Female",00:00:08.120,8.12,00:00:13.200,13.2,00:00:05.080,5.08,"Standing (id: 11833)"
"P_1","Female",00:00:13.200,13.2,00:00:16.540,16.54,00:00:03.340,3.34,"Waling (id: 11833), (id: 11927)"
"P_2","Man",00:00:05.000,5.0,00:00:09.500,9.5,00:00:04.500,4.5,"Waling (id: 11922)"
"P_2","Man",00:00:09.500,9.5,00:00:14.060,14.06,00:00:04.560,4.56,"Helping (id: 11922)"
"P_2","Man",00:00:14.060,14.06,00:00:16.560,16.56,00:00:02.500,2.5,"Walking (id: 11922)"
