"Earthquake phase","Event",00:00:00.033,0.033,00:00:12.200,12.2,00:00:12.167,12.167,"During"
"Environmental Cue","Environment",00:00:00.033,0.033,00:00:12.200,12.2,00:00:12.167,12.167,"Shaking"
"P_1","Woman",00:00:00.017,0.017,00:00:00.817,0.817,00:00:00.800,0.8,"sitting (id: 20530)"
"P_1","Woman",00:00:00.817,0.817,00:00:01.917,1.917,00:00:01.100,1.1,"standing (id: 20530)"
"P_1","Woman",00:00:01.917,1.917,00:00:09.000,9.0,00:00:07.083,7.083,"carried child outside (id: 20530), (id: 20546)"
