"Earthquake Phase","Event",00:00:00.000,0.0,00:00:17.079,17.079,00:00:17.079,17.079,"Immediately after"
"Environmental Cue","Environment",00:00:00.000,0.0,00:00:17.079,17.079,00:00:17.079,17.079,"Moving Objects"
"P_1","Rigth side drop girl",00:00:00.013,0.013,00:00:04.921,4.921,00:00:04.908,4.908,"Drop (id: 22408)"
"P_1","Rigth side drop girl",00:00:04.921,4.921,00:00:06.618,6.618,00:00:01.697,1.697,"Walking (id: 22416)"
"P_2","Person who hold the girl right side",00:00:00.013,0.013,00:00:05.763,5.763,00:00:05.750,5.75,"Held each other (id: 22389), "
"P_2","Person who hold the girl right side",00:00:05.763,5.763,00:00:11.105,11.105,00:00:05.342,5.342,"Sitting (id: 22416)"
"P_3","Who use mobile phone",00:00:00.013,0.013,00:00:11.105,11.105,00:00:11.092,11.092,"Standing (id: 22403), (id: 22445)"
"P_4","Person right corner ",00:00:02.566,2.566,00:00:04.434,4.434,00:00:01.868,1.868,"Standing (id: 22414)"
"P_4","Person right corner ",00:00:04.434,4.434,00:00:07.303,7.303,00:00:02.869,2.869,"Walking (id: 22414)"
"P_4","Person right corner ",00:00:07.303,7.303,00:00:11.118,11.118,00:00:03.815,3.815,"Standing (id: 22414)"
"P_5","Lady under the table",00:00:00.000,0.0,00:00:05.158,5.158,00:00:05.158,5.158,"Move under furniture "
"P_5","Lady under the table",00:00:05.158,5.158,00:00:11.118,11.118,00:00:05.960,5.96,"Hold onto a structure (id: 22426), (id: 22431)"
