"Earthquake phase","Event",00:00:00.067,0.067,00:00:33.333,33.333,00:00:33.266,33.266,"During"
"Environmental cue","Environment",00:00:00.067,0.067,00:00:33.333,33.333,00:00:33.266,33.266,"Shaking"
"P_1","Girl",00:00:00.033,0.033,00:00:11.533,11.533,00:00:11.500,11.5,"walking (id: 317"
"P_1","Girl",00:00:20.033,20.033,00:00:21.900,21.9,00:00:01.867,1.867,"walking (id: 339)"
"P_1","Girl",00:00:26.500,26.5,00:00:30.033,30.033,00:00:03.533,3.533,"walking (id: 345)"
