"Earthquake phase","Event",00:00:00.100,0.1,00:00:35.714,35.714,00:00:35.614,35.614,"During"
"Environmental cue","Environment",00:00:00.100,0.1,00:00:35.714,35.714,00:00:35.614,35.614,"Shaking"
"P_1","blue line tee wearing man",00:00:00.100,0.1,00:00:01.967,1.967,00:00:01.867,1.867,"standing (id: 9879)"
"P_1","blue line tee wearing man",00:00:01.967,1.967,00:00:35.714,35.714,00:00:33.747,33.747,"Covered head while sitting (id: 9879,)"
"P_2","ash tee wearing man",00:00:00.100,0.1,00:00:02.333,2.333,00:00:02.233,2.233,"sitting (id: 9906)"
"P_2","ash tee wearing man",00:00:02.333,2.333,00:00:35.714,35.714,00:00:33.381,33.381,"Covered head while sitting (id: 9918, 9943, 9961, 9986)"
"P_3","black tee wearing man",00:00:00.033,0.033,00:00:02.700,2.7,00:00:02.667,2.667,"standing (id: 9904)"
"P_4","purple tee man",00:00:00.100,0.1,00:00:02.500,2.5,00:00:02.400,2.4,"standing (id: 9905)"
"P_4","purple tee man",00:00:02.500,2.5,00:00:05.567,5.567,00:00:03.067,3.067,"walking (id: 9905, 9926)"
"P_4","purple tee man",00:00:05.567,5.567,00:00:09.300,9.3,00:00:03.733,3.733,"move under a furniture (id: 9926)"
"P_5","man move under a furniture",00:00:00.067,0.067,00:00:35.714,35.714,00:00:35.647,35.647,"move under a furniture (id: 9911)"
"P_6","girl move under a furniture",00:00:05.133,5.133,00:00:06.567,6.567,00:00:01.434,1.434,"running (id: 9928)"
"P_6","girl move under a furniture",00:00:06.567,6.567,00:00:35.714,35.714,00:00:29.147,29.147,"move under a furniture (id: 9931)"
"P_7","dark blue shirt wearing man",00:00:00.033,0.033,00:00:03.067,3.067,00:00:03.034,3.034,"walking (id: 9893, 9914)"
"P_7","dark blue shirt wearing man",00:00:03.067,3.067,00:00:35.714,35.714,00:00:32.647,32.647,"hold onto a structure (id: 9914, 9930)"
"P_8","frock wearing girl",00:00:00.100,0.1,00:00:35.714,35.714,00:00:35.614,35.614,"walking (id: 9893, 9970)"
"P_9","light blue shirt wearing girl",00:00:02.767,2.767,00:00:09.800,9.8,00:00:07.033,7.033,"walking (id: 9917, )"
"P_9","light blue shirt wearing girl",00:00:09.800,9.8,00:00:35.714,35.714,00:00:25.914,25.914,"Covered head while sitting (id: 9917, 9950, 9956, 9975)"
"5_Participants","person walking away",00:00:04.900,4.9,00:00:16.900,16.9,00:00:12.000,12.0,"walking (id: 9934, 9939, )"
"5_Participants","person walking away",00:00:16.900,16.9,00:00:35.714,35.714,00:00:18.814,18.814,"standing (id: 9939, 9932, 9944, , 9967)"
