"Earthquake Phase","Event",00:00:00.000,0.0,00:00:09.050,9.05,00:00:09.050,9.05,"Before"
"Earthquake Phase","Event",00:00:09.059,9.059,00:00:20.000,20.0,00:00:10.941,10.941,"During"
"Environmental Cue","Environment",00:00:09.059,9.059,00:00:20.000,20.0,00:00:10.941,10.941,"Shaking"
"P_1","walk to left, carrying backpack",00:00:00.000,0.0,00:00:05.078,5.078,00:00:05.078,5.078,"Walking (id: 12674)"
"P_2","walk right, next to P_1, white shirt",00:00:00.490,0.49,00:00:11.275,11.275,00:00:10.785,10.785,"Walking (id: 12679)"
"P_3","Couple walk left, wearing white shirt",00:00:00.002,0.002,00:00:02.647,2.647,00:00:02.645,2.645,"Walking (id: 12670)"
"P_4","person walk with P_3",00:00:00.002,0.002,00:00:02.647,2.647,00:00:02.645,2.645,"Walking (id: 12669), (id: 12669)"
"P_5","Man wearing long sleeve blue tshirt",00:00:00.000,0.0,00:00:06.020,6.02,00:00:06.020,6.02,"Walking (id: 12676)"
"P_6","wearing long sleeve pink top",00:00:00.000,0.0,00:00:04.667,4.667,00:00:04.667,4.667,"Walking (id: 12681), (id: 12689)"
"P_7","wearing yellow tshirt",00:00:00.000,0.0,00:00:02.137,2.137,00:00:02.137,2.137,"walking (id: 12671)"
"P_8","between P_6 and P_7",00:00:00.000,0.0,00:00:04.059,4.059,00:00:04.059,4.059,"Walking (id: 12673)"
"P_9","walk right side, wearing side bag",00:00:03.275,3.275,00:00:11.216,11.216,00:00:07.941,7.941,"Walking (id: 12688)"
"P_10","couple walk toward right side",00:00:04.000,4.0,00:00:12.235,12.235,00:00:08.235,8.235,"Walking (id: 12691)"
"P_10","couple walk toward right side",00:00:12.238,12.238,00:00:12.395,12.395,00:00:00.157,0.157,"Held each other (id: 12691)"
"P_10","couple walk toward right side",00:00:12.395,12.395,00:00:19.105,19.105,00:00:06.710,6.71,"Running"
"P_11","Man carrying red bad on hand",00:00:09.053,9.053,00:00:16.800,16.8,00:00:07.747,7.747,"Walking (id: 12696)"
"P_11","Man carrying red bad on hand",00:00:16.800,16.8,00:00:20.000,20.0,00:00:03.200,3.2,"Hold onto a structure"
"P_12","man carrying white bag on hand",00:00:07.831,7.831,00:00:12.154,12.154,00:00:04.323,4.323,"Walking (id:12700)"
"P_12","man carrying white bag on hand",00:00:12.154,12.154,00:00:17.831,17.831,00:00:05.677,5.677,"Running (id:12704)"
"P_13","red color top wearing girl",00:00:12.538,12.538,00:00:16.800,16.8,00:00:04.262,4.262,"Running (id: 12709)"
"P_14","girl with P_13",00:00:12.538,12.538,00:00:16.800,16.8,00:00:04.262,4.262,"running (id: 12707), (id: 12709)"
"P_15","Blue shirt wearing girl",00:00:00.000,0.0,00:00:09.185,9.185,00:00:09.185,9.185,"Sitting"
"P_15","Blue shirt wearing girl",00:00:09.185,9.185,00:00:10.554,10.554,00:00:01.369,1.369,"Standing"
"P_15","Blue shirt wearing girl",00:00:10.554,10.554,00:00:17.462,17.462,00:00:06.908,6.908,"Walking (id: 12703), "
"P_16","yellow costume wearing lady with a child",00:00:13.785,13.785,00:00:17.908,17.908,00:00:04.123,4.123,"Running (id: 12718)"
"P_16","yellow costume wearing lady with a child",00:00:17.908,17.908,00:00:20.000,20.0,00:00:02.092,2.092,"Falling "
"C_1","Child with P_16",00:00:13.769,13.769,00:00:17.892,17.892,00:00:04.123,4.123,"Running (id:12718)"
"C_1","Child with P_16",00:00:17.908,17.908,00:00:20.000,20.0,00:00:02.092,2.092,"Falling (id: 12774)"
"P_17","Person help to P_16",00:00:17.877,17.877,00:00:18.308,18.308,00:00:00.431,0.431,"Running (id:12767)"
"P_17","Person help to P_16",00:00:18.308,18.308,00:00:20.000,20.0,00:00:01.692,1.692,"Helping (id: 12773)"
"P_18","blue color tshirt wearing person, falling one",00:00:19.569,19.569,00:00:20.000,20.0,00:00:00.431,0.431,"Falling (id: 12794)"
"50_Participants","People during earthquake",00:00:11.815,11.815,00:00:20.000,20.0,00:00:08.185,8.185,"Running"
