"Earthquake phase","Event",00:00:00.014,0.014,00:00:16.666,16.666,00:00:16.652,16.652,"During"
"Environmental cue","Environment",00:00:00.014,0.014,00:00:16.666,16.666,00:00:16.652,16.652,"Shaking"
"P_1","long hari girl ",00:00:00.000,0.0,00:00:01.271,1.271,00:00:01.271,1.271,"walking (id: 19835)"
"P_1","long hari girl ",00:00:03.043,3.043,00:00:04.500,4.5,00:00:01.457,1.457,"walking (id: 19843)"
"P_1","long hari girl ",00:00:04.500,4.5,00:00:10.514,10.514,00:00:06.014,6.014,"standing (id: 19843)"
"P_1","long hari girl ",00:00:10.514,10.514,00:00:12.329,12.329,00:00:01.815,1.815,"walking (id: 19843)"
"P_2","short hari girl",00:00:00.014,0.014,00:00:02.986,2.986,00:00:02.972,2.972,"walking (id: 19830), (id: 19837)"
"P_2","short hari girl",00:00:02.986,2.986,00:00:05.129,5.129,00:00:02.143,2.143,"drop (id: 19837)"
"P_2","short hari girl",00:00:05.129,5.129,00:00:13.114,13.114,00:00:07.985,7.985,"lying down "
"P_2","short hari girl",00:00:13.114,13.114,00:00:16.666,16.666,00:00:03.552,3.552,"Drop (id: 19837)"
"P_3","wearing pant and pink tshirt lady",00:00:00.000,0.0,00:00:02.529,2.529,00:00:02.529,2.529,"walking (id: 19825)"
"P_3","wearing pant and pink tshirt lady",00:00:02.529,2.529,00:00:06.929,6.929,00:00:04.400,4.4,"standing (id: 19825)"
"P_3","wearing pant and pink tshirt lady",00:00:06.929,6.929,00:00:10.271,10.271,00:00:03.342,3.342,"walking (id: 19825)"
"P_3","wearing pant and pink tshirt lady",00:00:10.271,10.271,00:00:16.666,16.666,00:00:06.395,6.395,"hold onto a structure (id: 19825)"
