"Earthquake phase","Event",00:00:00.000,0.0,00:00:20.857,20.857,00:00:20.857,20.857,"During"
"Environmental cue","Environment",00:00:00.000,0.0,00:00:20.857,20.857,00:00:20.857,20.857,"Shaking"
"P_1","man",00:00:00.025,0.025,00:00:01.850,1.85,00:00:01.825,1.825,"walking (id: 7669)"
"P_1","man",00:00:01.850,1.85,00:00:07.050,7.05,00:00:05.200,5.2,"held each other - walking (id: 7669, 7674)"
"P_1","man",00:00:10.500,10.5,00:00:11.800,11.8,00:00:01.300,1.3,"running - held each other (id: 7676, 7680)"
"P_1","man",00:00:11.800,11.8,00:00:18.775,18.775,00:00:06.975,6.975,"carrying children outside (id: 7680, 7702, 7707)"
