"Earthquake Phase","Event",00:00:00.020,0.02,00:00:15.400,15.4,00:00:15.380,15.38,"During"
"Environmental Cue","Environment",00:00:00.020,0.02,00:00:15.400,15.4,00:00:15.380,15.38,"Shaking"
"P_1","Woman",00:00:00.000,0.0,00:00:03.260,3.26,00:00:03.260,3.26,"Hold onto a structure (id: 13913)"
"P_1","Woman",00:00:03.260,3.26,00:00:11.680,11.68,00:00:08.420,8.42,"Walking (id: 13913)"
"P_1","Woman",00:00:11.680,11.68,00:00:15.400,15.4,00:00:03.720,3.72,"Hold onto a structure (id: 13913)"
