"Earthquake Phase","Event",00:00:00.020,0.02,00:00:08.270,8.27,00:00:08.250,8.25,"During"
"Environmental Cue","Environment",00:00:00.020,0.02,00:00:08.270,8.27,00:00:08.250,8.25,"Shaking"
"P_1","Man",00:00:00.000,0.0,00:00:00.348,0.348,00:00:00.348,0.348,"Walking (id: 12183)"
"P_1","Man",00:00:00.348,0.348,00:00:00.603,0.603,00:00:00.255,0.255,"Held each other (id: 12183)"
"P_1","Man",00:00:00.603,0.603,00:00:01.430,1.43,00:00:00.827,0.827,"Evacuate "
"P_2","Woman",00:00:00.000,0.0,00:00:00.180,0.18,00:00:00.180,0.18,"Standing"
"P_2","Woman",00:00:00.180,0.18,00:00:00.606,0.606,00:00:00.426,0.426,"Held each other (id: 12190)"
"P_2","Woman",00:00:00.606,0.606,00:00:01.030,1.03,00:00:00.424,0.424,"Evacuate (id: 12190)"
