"Earthquake phase","Event",00:00:00.033,0.033,00:00:16.666,16.666,00:00:16.633,16.633,"During"
"Environmental Cue","Environment",00:00:00.033,0.033,00:00:16.666,16.666,00:00:16.633,16.633,"Shaking"
"P_1","girl",00:00:00.033,0.033,00:00:06.800,6.8,00:00:06.767,6.767,"walking (id: 19679)"
"P_1","girl",00:00:06.800,6.8,00:00:10.783,10.783,00:00:03.983,3.983,"standing (id: 19679)"
"P_1","girl",00:00:10.783,10.783,00:00:16.666,16.666,00:00:05.883,5.883,"walking (id: 19679), (id: 19692)"
