"Earthquake phase","Event",00:00:00.014,0.014,00:00:17.241,17.241,00:00:17.227,17.227,"During"
"Environmental Cue","Environment",00:00:00.014,0.014,00:00:17.241,17.241,00:00:17.227,17.227,"Shaking"
"P_1","Man",00:00:00.029,0.029,00:00:04.729,4.729,00:00:04.700,4.7,"standing (id: 746)"
"P_1","Man",00:00:04.729,4.729,00:00:06.086,6.086,00:00:01.357,1.357,"Drop and hold onto a structure (id: 746)"
"P_1","Man",00:00:06.086,6.086,00:00:08.129,8.129,00:00:02.043,2.043,"Drop, cover and hold (id: 746)"
"P_1","Man",00:00:08.129,8.129,00:00:17.241,17.241,00:00:09.112,9.112,"Move under a furniture (id: 746)"
