"Earthquake phase","Event",00:00:00.050,0.05,00:00:14.566,14.566,00:00:14.516,14.516,"During"
"Environmental Cue","Environment",00:00:00.050,0.05,00:00:14.566,14.566,00:00:14.516,14.516,"Shaking"
"P_1","Man",00:00:00.033,0.033,00:00:04.100,4.1,00:00:04.067,4.067,"sitting (id: 21052), (id: 21055)"
"P_1","Man",00:00:04.100,4.1,00:00:05.033,5.033,00:00:00.933,0.933,"standing (id: 21055)"
"P_1","Man",00:00:05.033,5.033,00:00:09.800,9.8,00:00:04.767,4.767,"carried child outside of the room (id: 21055), (id: 21071)"
"P_2","Woman",00:00:00.000,0.0,00:00:04.233,4.233,00:00:04.233,4.233,"standing (id: 21051)"
"P_2","Woman",00:00:04.233,4.233,00:00:06.300,6.3,00:00:02.067,2.067,"running (id: 21060), (id: 21051), (id: 21069)"
