"Earthquake phase","Event ",00:00:00.050,0.05,00:00:20.000,20.0,00:00:19.950,19.95,"During"
"Environmental Cue","Environment",00:00:00.050,0.05,00:00:20.000,20.0,00:00:19.950,19.95,"Shaking"
"P_1","Man",00:00:00.125,0.125,00:00:01.925,1.925,00:00:01.800,1.8,"sitting (id: 7172)"
"P_1","Man",00:00:01.925,1.925,00:00:12.450,12.45,00:00:10.525,10.525,"carried children outside (id: 7172, 7184)"
"P_1","Man",00:00:12.450,12.45,00:00:14.150,14.15,00:00:01.700,1.7,"standing (id: 7184)"
"P_1","Man",00:00:16.450,16.45,00:00:18.050,18.05,00:00:01.600,1.6,"standing (id: 7192)"
"P_1","Man",00:00:18.050,18.05,00:00:20.000,20.0,00:00:01.950,1.95,"held each other "
"P_2","woman",00:00:14.500,14.5,00:00:18.025,18.025,00:00:03.525,3.525,"evacuating (id: 7195)"
"P_2","woman",00:00:18.025,18.025,00:00:20.000,20.0,00:00:01.975,1.975,"held each other (id: 7195)"
